"field_name","Point_count_ID","Site","Species_common_name","Est_distance","PC_time","Time_of_day","Audio_visual","Notes"
8339,"19_08_05_02","OP3 843","Bold-striped Tit-babbler",7,"0:02:31","1:02:31 PM","A","also at 13:15, 16:52"
8340,"19_08_05_02","OP3 843","Blue-throated Bee-eater",15,"0:03:50","1:03:50 PM","A","blue-throated bee-eater"
8341,"19_08_05_02","OP3 843","White-crowned Shama",25,"0:05:01","1:05:01 PM","A",""
8342,"19_08_05_02","OP3 843","Yellow-vented Bulbul",20,"0:05:16","1:05:16 PM","A",""
8343,"19_08_05_02","OP3 843","Yellow-bellied Prinia",15,"0:07:04","1:07:04 PM","A","also at 13:27"
8344,"19_08_05_02","OP3 843","Bold-striped Tit-babbler",11,"0:14:20","1:14:20 PM","A",""
8345,"19_08_05_02","OP3 843","Malaysian Pied Fantail",6,"0:16:11","1:16:11 PM","A",""
8346,"19_08_05_03","OP3 843","Malaysian Pied Fantail",20,"0:00:08","2:00:08 PM","V","squeaking // also at 12:12"
8347,"19_08_05_03","OP3 843","Malaysian Pied Fantail",20,"0:00:08","2:00:08 PM","A",""
8348,"19_08_05_03","OP3 843","Bold-striped Tit-babbler",20,"0:00:14","2:00:14 PM","AV",""
8349,"19_08_05_03","OP3 843","Oriental Magpie Robin",10,"0:00:43","2:00:43 PM","AV",""
8350,"19_08_05_03","OP3 843","Yellow-bellied Prinia",15,"0:01:30","2:01:30 PM","A","wing pritting // also at 3:36, 14:50"
8351,"19_08_05_03","OP3 843","Yellow-vented Bulbul",15,"0:03:55","2:03:55 PM","A",""
8352,"19_08_05_03","OP3 843","Rufous-tailed Tailorbird",12,"0:04:00","2:04:00 PM","A","also at 18:14"
8353,"19_08_05_03","OP3 843","Rufous-tailed Tailorbird",12,"0:04:00","2:04:00 PM","A",""
8354,"19_08_05_03","OP3 843","Yellow-bellied Prinia",20,"0:05:07","2:05:07 PM","A","also at 14:30"
8355,"19_08_05_03","OP3 843","Bold-striped Tit-babbler",30,"0:05:55","2:05:55 PM","A","also at 14:38"
8356,"19_08_05_03","OP3 843","Oriental Magpie Robin",20,"0:07:46","2:07:46 PM","V","also at 17:39"
8357,"19_08_05_03","OP3 843","Rufous-tailed Tailorbird",35,"0:08:46","2:08:46 PM","A","also at 15:16"
8358,"19_08_05_03","OP3 843","Bold-striped Tit-babbler",10,"0:09:01","2:09:01 PM","A","also at 17:40"
8359,"19_08_05_03","OP3 843","Common Emerald Dove",40,"0:09:31","2:09:31 PM","A",""
8360,"19_08_05_03","OP3 843","Yellow-vented Bulbul",17,"0:10:11","2:10:11 PM","A","also at 15:20, 17:33"
8361,"19_08_05_04","OP3 843","Malaysian Pied Fantail",20,"0:00:06","3:00:06 PM","AV","squeaking // also at 0:39, 18:40"
8362,"19_08_05_04","OP3 843","Bold-striped Tit-babbler",30,"0:00:10","3:00:10 PM","A",""
8363,"19_08_05_04","OP3 843","Yellow-vented Bulbul",15,"0:00:34","3:00:34 PM","A",""
8364,"19_08_05_04","OP3 843","Rufous-tailed Tailorbird",10,"0:00:57","3:00:57 PM","A","also at 2:30, 9:36 tzeetzeetzee"
8365,"19_08_05_04","OP3 843","Rufous-tailed Tailorbird",10,"0:00:57","3:00:57 PM","A",""
8366,"19_08_05_04","OP3 843","Bold-striped Tit-babbler",15,"0:01:09","3:01:09 PM","A","also at 8:26"
8367,"19_08_05_04","OP3 843","Yellow-bellied Prinia",17,"0:02:20","3:02:20 PM","A",""
8368,"19_08_05_04","OP3 843","Yellow-vented Bulbul",10,"0:03:18","3:03:18 PM","A",""
8369,"19_08_05_04","OP3 843","Common Emerald Dove",40,"0:03:25","3:03:25 PM","A",""
8370,"19_08_05_04","OP3 843","Yellow-bellied Prinia",15,"0:03:38","3:03:38 PM","A","also at 16:53"
8371,"19_08_05_04","OP3 843","Oriental Magpie Robin",12,"0:05:51","3:05:51 PM","AV",""
8372,"19_08_05_04","OP3 843","Rufous-tailed Tailorbird",30,"0:06:27","3:06:27 PM","A",""
8373,"19_08_05_04","OP3 843","Oriental Magpie Robin",20,"0:08:11","3:08:11 PM","AV",""
8374,"19_08_05_05","OP3 843","Dusky Munia",10,"0:00:06","4:00:06 PM","A",""
8375,"19_08_05_05","OP3 843","House Gecko",10,"0:00:23","4:00:23 PM","A",""
8376,"19_08_05_05","OP3 843","Yellow-bellied Prinia",10,"0:00:37","4:00:37 PM","AV","wing pritting"
8377,"19_08_05_05","OP3 843","Common Emerald Dove",50,"0:00:56","4:00:56 PM","A",""
8378,"19_08_05_05","OP3 843","Rufous-tailed Tailorbird",12,"0:01:21","4:01:21 PM","A","also at 6:34"
8379,"19_08_05_05","OP3 843","Rufous-tailed Tailorbird",12,"0:01:21","4:01:21 PM","A",""
8380,"19_08_05_05","OP3 843","Bold-striped Tit-babbler",17,"0:02:15","4:02:15 PM","A",""
8381,"19_08_05_05","OP3 843","Oriental Magpie Robin",25,"0:02:26","4:02:26 PM","A",""
8382,"19_08_05_05","OP3 843","Sunbird",15,"0:02:27","4:02:27 PM","A","SU: tshi-tshitshitsjiet upward slurred; 6:13"
8383,"19_08_05_05","OP3 843","Yellow-vented Bulbul",20,"0:03:21","4:03:21 PM","A","also at 7:15"
8384,"19_08_05_05","OP3 843","Yellow-vented Bulbul",10,"0:03:39","4:03:39 PM","A",""
8385,"19_08_05_05","OP3 843","Malaysian Pied Fantail",17,"0:04:17","4:04:17 PM","V",""
8386,"19_08_05_05","OP3 843","Bold-striped Tit-babbler",30,"0:04:29","4:04:29 PM","A",""
8387,"19_08_05_05","OP3 843","Oriental Magpie Robin",15,"0:05:17","4:05:17 PM","V",""
8388,"19_08_05_06","OP3 843","White-crowned Shama",20,"0:00:07","5:00:07 PM","A",""
8389,"19_08_05_06","OP3 843","Common Emerald Dove",50,"0:00:11","5:00:11 PM","A",""
8390,"19_08_05_06","OP3 843","House Gecko",15,"0:00:23","5:00:23 PM","A","also at 3:15, 5:19, 6:25"
8391,"19_08_05_06","OP3 843","House Gecko",4,"0:00:24","5:00:24 PM","A","also at 04:51"
8392,"19_08_05_06","OP3 843","Bold-striped Tit-babbler",12,"0:00:35","5:00:35 PM","A",""
8393,"19_08_05_06","OP3 843","Yellow-vented Bulbul",15,"0:00:48","5:00:48 PM","A",""
8394,"19_08_05_06","OP3 843","Malaysian Pied Fantail",7,"0:01:00","5:01:00 PM","V","also at 2:04, 10:04, 13:08, 15:25"
8395,"19_08_05_06","OP3 843","Yellow-vented Bulbul",10,"0:01:06","5:01:06 PM","A","also at 2:12"
8396,"19_08_05_06","OP3 843","Oriental Magpie Robin",10,"0:01:50","5:01:50 PM","AV","also at 2:25, 4:56, 8:19, 11:30"
8397,"19_08_05_06","OP3 843","Bold-striped Tit-babbler",35,"0:02:45","5:02:45 PM","A",""
8398,"19_08_05_06","OP3 843","Bold-striped Tit-babbler",25,"0:03:01","5:03:01 PM","A",""
8399,"19_08_05_06","OP3 843","Rufous-tailed Tailorbird",20,"0:03:16","5:03:16 PM","A","also at 11:35"
8400,"19_08_05_06","OP3 843","Yellow-bellied Prinia",20,"0:03:40","5:03:40 PM","A","also at 06:50"
8401,"19_08_05_06","OP3 843","Yellow-bellied Prinia",10,"0:03:46","5:03:46 PM","A","also at 15:40"
8402,"19_08_05_06","OP3 843","Slender-billed Crow",70,"0:07:10","5:07:10 PM","A",""
8403,"19_08_05_06","OP3 843","Yellow-vented Bulbul",7,"0:07:38","5:07:38 PM","V","also at 08:11"
8404,"19_08_05_06","OP3 843","Yellow-vented Bulbul",7,"0:07:38","5:07:38 PM","V","also at 13:15"
8405,"19_08_05_06","OP3 843","Yellow-vented Bulbul",10,"0:08:35","5:08:35 PM","A",""
8406,"19_08_05_06","OP3 843","Zebra Dove",40,"0:09:45","5:09:45 PM","A",""
8407,"19_08_05_06","OP3 843","Rufous-tailed Tailorbird",35,"0:11:58","5:11:58 PM","A",""
8408,"19_08_05_06","OP3 843","Spotted Dove",30,"0:15:50","5:15:50 PM","A",""
8409,"19_08_05_06","OP3 843",NA,10,"0:17:54","5:17:54 PM","A","tghu tghu"
8410,"19_08_06_01","OP3 843","House Gecko",15,"0:00:20","6:00:20 PM","A",""
8411,"19_08_06_01","OP3 843","Bold-striped Tit-babbler",30,"0:00:22","6:00:22 PM","A","also at 05:35"
8412,"19_08_06_01","OP3 843","Yellow-bellied Prinia",20,"0:00:46","6:00:46 PM","A","tzee tzee"
8413,"19_08_06_01","OP3 843","Rufous-tailed Tailorbird",30,"0:00:48","6:00:48 PM","A",""
8414,"19_08_06_01","OP3 843","House Gecko",8,"0:01:07","6:01:07 PM","A","also at 4:48, 6:59"
8415,"19_08_06_01","OP3 843","House Gecko",6,"0:01:11","6:01:11 PM","A","also at 5:13, 7:06, 12:00"
8416,"19_08_06_01","OP3 843","Yellow-vented Bulbul",20,"0:01:24","6:01:24 PM","A",""
8417,"19_08_06_01","OP3 843","Rufous-tailed Tailorbird",20,"0:01:41","6:01:41 PM","A","also at 7:48, 18:11"
8418,"19_08_06_01","OP3 843","Dicaeidae",20,"0:02:16","6:02:16 PM","A","FP"
8419,"19_08_06_01","OP3 843","Yellow-vented Bulbul",15,"0:02:34","6:02:34 PM","A","also at 8:57"
8420,"19_08_06_01","OP3 843","Yellow-bellied Prinia",20,"0:03:16","6:03:16 PM","A","also at 10:21"
8421,"19_08_06_01","OP3 843","Pacific Swallow",15,"0:04:19","6:04:19 PM","V",""
8422,"19_08_06_01","OP3 843","Oriental Magpie Robin",10,"0:06:00","6:06:00 PM","A","also at 9:29, 17:02"
8423,"19_08_06_01","OP3 843","Bold-striped Tit-babbler",20,"0:06:35","6:06:35 PM","A","also at 6:48, 14:13"
8424,"19_08_06_01","OP3 843","Yellow-bellied Prinia",10,"0:08:25","6:08:25 PM","A",""
8425,"19_08_06_01","OP3 843","Slender-billed Crow",70,"0:09:50","6:09:50 PM","A",""
8426,"19_08_06_01","OP3 843","Oriental Magpie Robin",20,"0:12:20","6:12:20 PM","A",""
8427,"19_08_06_01","OP3 843","Little Spiderhunter",15,"0:14:57","6:14:57 PM","A","Flight call"
8428,"19_08_06_01","OP3 843","Lesser Coucal",30,"0:16:42","6:16:42 PM","A",""
8429,"19_08_06_02","OP3 843",NA,NA,"0:00:00","7:00:00 PM",NA,"No data"
8430,"19_08_06_03","OP3 843",NA,NA,"0:00:00","8:00:00 PM",NA,"No data"
8431,"19_08_06_04","OP3 843",NA,NA,"0:00:00","9:00:00 PM",NA,"No data"
8432,"19_08_06_05","OP3 843","Human noise",6,"0:03:11","10:03:11 PM","A",""
8433,"19_08_06_05","OP3 843","Human noise",6,"0:07:50","10:07:50 PM","A",""
8434,"19_08_06_06","OP3 843",NA,NA,"0:00:00","11:00:00 PM",NA,"No data"
8435,"19_08_08_01","OP3 843",NA,NA,"0:00:00","12:00:00 AM",NA,"No data"
8436,"19_08_08_02","OP3 843",NA,NA,"0:00:00","1:00:00 AM",NA,"No data"
8437,"19_08_08_03","OP3 843",NA,NA,"0:00:00","2:00:00 AM",NA,"No data"
8438,"19_08_08_04","OP3 843",NA,NA,"0:00:00","3:00:00 AM",NA,"No data"
8439,"19_08_08_05","OP3 843",NA,NA,"0:00:00","4:00:00 AM",NA,"No data"
8440,"19_08_08_06","OP3 843",NA,NA,"0:00:00","5:00:00 AM",NA,"No data"
8441,"19_08_13_01","OP Belian",NA,NA,"0:00:00","12:00:00 AM",NA,"No data"
8442,"19_08_13_02","OP Belian",NA,NA,"0:00:00","1:00:00 AM",NA,"No data"
8443,"19_08_13_03","OP Belian","Human noise",2,"0:07:47","2:07:47 AM","A",""
8444,"19_08_13_04","OP Belian",NA,NA,"0:00:00","3:00:00 AM",NA,"No data"
8445,"19_08_13_05","OP Belian","Plaintive Cuckoo",30,"0:01:04","4:01:04 AM","A",""
8446,"19_08_13_06","OP Belian","Human noise",2,"0:03:30","5:03:30 AM","A",""
8447,"19_08_14_01","Riparian 1",NA,NA,"0:00:00","10:00:00 PM",NA,"No data"
8448,"19_08_14_02","Riparian 1",NA,NA,"0:00:00","11:00:00 PM",NA,"No data"
8449,"19_08_14_03","Riparian 1",NA,NA,"0:00:00","12:00:00 AM",NA,"No data"
8450,"19_08_14_04","Riparian 1",NA,NA,"0:00:00","1:00:00 AM",NA,"No data"
8451,"19_08_14_05","Riparian 1",NA,NA,"0:00:00","2:00:00 AM",NA,"No data"
8452,"19_08_14_06","Riparian 1",NA,NA,"0:00:00","3:00:00 AM",NA,"No data"
8453,"19_08_15_01","VJR 2","Human noise",3,"0:04:30","12:04:30 AM","A",""
8454,"19_08_15_02","VJR 2",NA,NA,"0:00:00","1:00:00 AM",NA,"No data"
8455,"19_08_15_03","VJR 2","Helmeted Hornbill",90,"0:13:27","2:13:27 AM","A",""
8456,"19_08_15_03","VJR 2","Great Argus",90,"0:19:16","2:19:16 AM","A",""
8457,"19_08_15_04","VJR 2","Sambar Deer",80,"0:05:33","3:06:33 AM","A",""
8458,"19_08_15_04","VJR 2","Human noise",5,"0:10:49","3:11:49 AM","A","fart"
8459,"19_08_15_05","VJR 2","Bornean Orang-utan",70,"0:06:35","4:06:35 AM","A",""
8460,"19_08_15_05","VJR 2","Banded Bay Cuckoo",50,"0:12:21","4:12:21 AM","A",""
8461,"19_08_15_06","VJR 2","Smiths Giant Gecko",17,"0:05:16","5:05:16 AM","A",""
8462,"19_08_16_01","OP Belian","Yellow-vented Bulbul",12,"0:00:06","6:00:06 PM","A",""
8463,"19_08_16_01","OP Belian","Yellow-vented Bulbul",20,"0:00:19","6:00:19 PM","A",""
8464,"19_08_16_01","OP Belian","Yellow-vented Bulbul",20,"0:00:19","6:00:19 PM","A",""
8465,"19_08_16_01","OP Belian","Yellow-bellied Prinia",15,"0:00:21","6:00:21 PM","A",""
8466,"19_08_16_01","OP Belian","Spotted Dove",40,"0:00:39","6:00:39 PM","A",""
8467,"19_08_16_01","OP Belian","Lesser Coucal",50,"0:00:42","6:00:42 PM","A","also at 7:35, 10:58"
8468,"19_08_16_01","OP Belian","Yellow-vented Bulbul",5,"0:00:49","6:00:49 PM","AV","also at 2:03"
8469,"19_08_16_01","OP Belian","Yellow-vented Bulbul",5,"0:00:49","6:00:49 PM","AV",""
8470,"19_08_16_01","OP Belian","Rufous-tailed Tailorbird",17,"0:01:49","6:01:49 PM","A",""
8471,"19_08_16_01","OP Belian","Bold-striped Tit-babbler",20,"0:02:18","6:02:18 PM","A","also at 10:29"
8472,"19_08_16_01","OP Belian","Bold-striped Tit-babbler",30,"0:02:35","6:02:35 PM","A",""
8473,"19_08_16_01","OP Belian","Yellow-bellied Prinia",25,"0:02:40","6:02:40 PM","A",""
8474,"19_08_16_01","OP Belian","Yellow-bellied Prinia",6,"0:02:48","6:02:48 PM","A",""
8475,"19_08_16_01","OP Belian","Yellow-bellied Prinia",6,"0:02:48","6:02:48 PM","A",""
8476,"19_08_16_01","OP Belian","Yellow-vented Bulbul",12,"0:03:14","6:03:14 PM","A",""
8477,"19_08_16_01","OP Belian","Yellow-vented Bulbul",14,"0:04:46","6:04:46 PM","V",""
8478,"19_08_16_01","OP Belian","Yellow-vented Bulbul",14,"0:04:46","6:04:46 PM","V",""
8479,"19_08_16_01","OP Belian","Munia",12,"0:05:39","6:05:39 PM","V",""
8480,"19_08_16_01","OP Belian","Plaintive Cuckoo",40,"0:06:16","6:06:16 PM","A",""
8481,"19_08_16_01","OP Belian","Bold-striped Tit-babbler",12,"0:07:06","6:07:06 PM","A",""
8482,"19_08_16_01","OP Belian","Yellow-vented Bulbul",4,"0:07:18","6:07:18 PM","V",""
8483,"19_08_16_01","OP Belian","Slender-billed Crow",70,"0:09:50","6:09:50 PM","A","also at 15:26, 18:02"
8484,"19_08_16_01","OP Belian","Yellow-vented Bulbul",10,"0:14:39","6:14:39 PM","AV",""
8485,"19_08_16_01","OP Belian","Yellow-vented Bulbul",10,"0:14:39","6:14:39 PM","AV",""
8486,"19_08_16_01","OP Belian","Yellow-vented Bulbul",10,"0:14:39","6:14:39 PM","AV",""
8487,"19_08_16_01","OP Belian","Yellow-vented Bulbul",10,"0:14:39","6:14:39 PM","AV",""
8488,"19_08_16_01","OP Belian","Yellow-vented Bulbul",10,"0:14:39","6:14:39 PM","AV",""
8489,"19_08_16_01","OP Belian","Yellow-vented Bulbul",10,"0:14:39","6:14:39 PM","AV",""
8490,"19_08_16_01","OP Belian","Yellow-vented Bulbul",10,"0:14:39","6:14:39 PM","AV",""
8491,"19_08_16_01","OP Belian","Bold-striped Tit-babbler",6,"0:15:02","6:15:02 PM","AV",""
8492,"19_08_16_01","OP Belian","Bold-striped Tit-babbler",6,"0:19:02","6:19:02 PM","AV",""
8493,"19_08_16_02","OP Belian",NA,NA,"0:00:00","7:00:00 PM",NA,"No data"
8494,"19_08_16_03","OP Belian","Human noise",3,"0:14:30","8:14:30 PM","A",""
8495,"19_08_16_04","OP Belian",NA,NA,"0:00:00","9:00:00 PM",NA,"No data"
8496,"19_08_16_05","OP Belian",NA,NA,"0:00:00","10:00:00 PM",NA,"No data"
8497,"19_08_16_06","OP Belian",NA,NA,"0:00:00","11:00:00 PM",NA,"No data"
8498,"19_08_17_01","VJR 1","Barred Eagle-owl",60,"0:00:46","11:00:46 PM","A","Single whoooo 2:01//19:39"
8499,"19_08_17_01","VJR 1","Chestnut-necklaced Partridge",70,"0:04:22","11:04:22 PM","A",""
8500,"19_08_17_02","VJR 1","Chestnut-necklaced Partridge",60,"0:00:16","12:00:16 AM","A",""
8501,"19_08_17_02","VJR 1","Human noise",4,"0:05:20","12:05:20 AM","A",""
8502,"19_08_17_02","VJR 1","Great Argus",60,"0:13:03","12:13:03 AM","A","also at 18:02"
8503,"19_08_17_02","VJR 1","Barred Eagle-owl",60,"0:18:56","12:18:56 AM","A",""
8504,"19_08_17_03","VJR 1","Barred Eagle-owl",40,"0:01:28","1:01:28 AM","A","also at 3:14, 4:28, 6:01 // AD428+429"
8505,"19_08_17_03","VJR 1","Bornean Orang-utan",70,"0:02:40","1:02:40 AM","A",""
8506,"19_08_17_03","VJR 1","Bornean Orang-utan",50,"0:07:25","1:07:25 AM","A","AD430"
8507,"19_08_17_04","VJR 1","Barred Eagle-owl",60,"0:00:11","2:00:11 AM","A","also at 9:11, 15:31"
8508,"19_08_17_05","VJR 1","Barred Eagle-owl",35,"0:11:56","3:11:56 AM","A",""
8509,"19_08_17_05","VJR 1","Smiths Giant Gecko",20,"0:12:56","3:12:56 AM","A",""
8510,"19_08_17_06","VJR 1",NA,NA,"0:00:00","4:00:00 AM",NA,"No data"
8511,"19_08_18_01","Riparian 2",NA,NA,"0:00:00","10:28:00 PM",NA,"No data"
8512,"19_08_18_02","Riparian 2",NA,NA,"0:00:00","11:00:00 PM",NA,"No data"
8513,"19_08_18_03","Riparian 2",NA,NA,"0:00:00","12:00:00 AM",NA,"No data"
8514,"19_08_18_04","Riparian 2",NA,NA,"0:00:00","1:00:00 AM",NA,"No data"
8515,"19_08_18_05","Riparian 2",NA,NA,"0:00:00","2:00:00 AM",NA,"No data"
8516,"19_08_18_06","Riparian 2",NA,NA,"0:00:00","3:00:00 AM",NA,"No data"
8869,"19_12_20_01","B1 602",NA,NA,"0:03:54","6:03:54 PM",NA,""
8876,"19_11_23_02","Riparian 1","Blue-eared Kingfisher",10,"0:15:57","7:15:57 AM","A","also at 19:30"
8901,"19_11_23_03","Riparian 1","Blue-eared Kingfisher",8,"0:09:50","8:09:50 AM","AV","also at 13:47 (at 2m)"
9057,"19_11_23_05","Riparian 1","Blue-eared Kingfisher",15,"0:03:10","10:03:10 AM","A","Also at 3:46"
9233,"19_11_18_03_JA","D100 641","Black Eagle",40,"0:00:42","8:01:42 AM","A","Also at 0:55, 4:50, 7:22, 19:10 (???)"
9264,"19_08_30_01","VJR 2","Short-tailed Babbler",15,"0:00:07","6:00:07 AM","A",""
9265,"19_08_30_01","VJR 2","Bornean Gibbon",80,"0:00:41","6:00:41 AM","A",""
9266,"19_08_30_01","VJR 2","White-crowned Shama",40,"0:00:56","6:00:56 AM","A",""
9267,"19_08_30_01","VJR 2","Black-headed Bulbul",25,"0:04:58","6:04:58 AM","A",""
9268,"19_08_30_01","VJR 2","Dicaeidae",20,"0:05:58","6:05:58 AM","A",""
9269,"19_08_30_01","VJR 2","Yellow-breasted Flowerpecker",25,"0:07:36","6:07:36 AM","A",""
9270,"19_08_30_01","VJR 2","Dark-necked Tailorbird",30,"0:07:43","6:07:43 AM","A",""
9271,"19_08_30_01","VJR 2","Black-headed Bulbul",10,"0:08:06","6:08:06 AM","A",""
9272,"19_08_30_01","VJR 2","Red-throated Sunbird",25,"0:08:25","6:08:25 AM","A",""
9273,"19_08_30_01","VJR 2","Sooty-capped Babbler",25,"0:10:14","6:10:14 AM","A",""
9274,"19_08_30_01","VJR 2","Chestnut-rumped Babbler",25,"0:10:54","6:10:54 AM","A",""
9275,"19_08_30_01","VJR 2","Yellow-rumped Flowerpecker",25,"0:12:58","6:12:58 AM","A",""
9276,"19_08_30_01","VJR 2","Oriental Dwarf Kingfisher",20,"0:13:36","6:13:36 AM","A",""
9277,"19_08_30_01","VJR 2","Little Spiderhunter",7,"0:15:15","6:15:15 AM","A",""
9278,"19_08_30_01","VJR 2","Little Spiderhunter",15,"0:15:40","6:15:40 AM","A",""
9279,"19_08_30_01","VJR 2","Buff-vented Bulbul",20,"0:16:31","6:16:31 AM","A",""
9280,"19_08_30_01","VJR 2","Blue-eared Barbet",25,"0:19:22","6:19:22 AM","A",""
9281,"19_08_30_02","VJR 2","White-crowned Shama",20,"0:00:00","7:00:00 AM","A",""
9282,"19_08_30_02","VJR 2","Ferruginous Babbler",15,"0:00:10","7:00:10 AM","A",""
9283,"19_08_30_02","VJR 2","Yellow-breasted Flowerpecker",20,"0:00:21","7:00:21 AM","A",""
9284,"19_08_30_02","VJR 2","Ashy Tailorbird",20,"0:00:52","7:00:52 AM","A",""
9285,"19_08_30_02","VJR 2","Fluffy-backed Tit-babbler",30,"0:01:05","7:01:05 AM","A",""
9286,"19_08_30_02","VJR 2","Hairy-backed Bulbul",15,"0:01:11","7:01:11 AM","A",""
9287,"19_08_30_02","VJR 2","Chestnut-winged Babbler",10,"0:01:51","7:01:51 AM","A",""
9288,"19_08_30_02","VJR 2","Little Spiderhunter",10,"0:02:06","7:02:06 AM","A","flight call"
9289,"19_08_30_02","VJR 2","Slender-billed Crow",70,"0:02:20","7:02:20 AM","A",""
9290,"19_08_30_02","VJR 2","Black-headed Bulbul",30,"0:02:37","7:02:37 AM","A",""
9291,"19_08_30_02","VJR 2","Helmeted Hornbill",100,"0:03:21","7:03:21 AM","A",""
9292,"19_08_30_02","VJR 2","Malacopteron",25,"0:03:37","7:03:37 AM","A",""
9293,"19_08_30_02","VJR 2","Chloropsis",25,"0:04:29","7:04:29 AM","A","shamah mimicking??"
9294,"19_08_30_02","VJR 2","Oriental Dwarf Kingfisher",20,"0:04:45","7:04:45 AM","A",""
9295,"19_08_30_02","VJR 2","Black Hornbill",40,"0:05:31","7:05:31 AM","A",""
9296,"19_08_30_02","VJR 2","Little Spiderhunter",13,"0:06:18","7:06:18 AM","A","song"
9297,"19_08_30_02","VJR 2","Rhinoceros Hornbill",60,"0:07:40","7:07:40 AM","A",""
9298,"19_08_30_02","VJR 2","Great Argus",40,"0:08:24","7:08:24 AM","A",""
9299,"19_08_30_02","VJR 2","Spectacled Bulbul",20,"0:09:21","7:09:21 AM","A",""
9300,"19_08_30_02","VJR 2","Brown Fulvetta",30,"0:09:42","7:09:42 AM","AV","also at 14:46, 15:58 (at 4m)"
9301,"19_08_30_02","VJR 2","Asian Fairy Bluebird",25,"0:13:48","7:13:48 AM","A",""
9302,"19_08_30_02","VJR 2","Black-naped Monarch",20,"0:00:00","7:00:00 AM","A",""
9303,"19_08_30_03","VJR 2","Blue-eared Barbet",27,"0:00:00","8:00:00 AM","A",""
9304,"19_08_30_03","VJR 2","Great Argus",60,"0:00:07","8:00:07 AM","A",""
9305,"19_08_30_03","VJR 2","Common Emerald Dove",30,"0:00:12","8:00:12 AM","A",""
9306,"19_08_30_03","VJR 2","Large Woodshrike",20,"0:00:18","8:00:18 AM","A","also at 6:42 // sweeting"
9307,"19_08_30_03","VJR 2","White-crowned Shama",25,"0:00:27","8:00:27 AM","A",""
9308,"19_08_30_03","VJR 2","Rhinoceros Hornbill",50,"0:00:34","8:00:34 AM","A",""
9309,"19_08_30_03","VJR 2","Chestnut-winged Babbler",25,"0:00:37","8:00:37 AM","A",""
9310,"19_08_30_03","VJR 2","Great Argus",70,"0:01:46","8:01:46 AM","A",""
9311,"19_08_30_03","VJR 2","Spectacled Bulbul",20,"0:02:59","8:02:59 AM","A",""
9313,"19_08_30_03","VJR 2","Black-headed Bulbul",20,"0:06:34","8:06:34 AM","A",""
9314,"19_08_30_03","VJR 2","Little Spiderhunter",5,"0:09:27","8:09:27 AM","A","flight call"
9315,"19_08_30_03","VJR 2","Little Spiderhunter",20,"0:09:47","8:09:47 AM","A","song"
9316,"19_08_30_03","VJR 2","Bornean Spiderhunter",15,"0:13:30","8:13:30 AM","A",""
9317,"19_08_30_03","VJR 2","Yellow-rumped Flowerpecker",10,"0:17:27","8:17:27 AM","A",""
9318,"19_08_30_04","VJR 2","Black-headed Bulbul",15,"0:00:27","9:00:27 AM","A",""
9319,"19_08_30_04","VJR 2","Human noise",3,"0:00:51","9:00:51 AM","A",""
9320,"19_08_30_04","VJR 2","Chestnut-winged Babbler",10,"0:01:20","9:01:20 AM","A",""
9321,"19_08_30_04","VJR 2","Great Argus",40,"0:01:57","9:01:57 AM","A",""
9322,"19_08_30_04","VJR 2","Ferruginous Babbler",15,"0:02:35","9:02:35 AM","A",""
9323,"19_08_30_04","VJR 2","Little Spiderhunter",4,"0:07:44","9:07:44 AM","A","flight call"
9324,"19_08_30_04","VJR 2","Fluffy-backed Tit-babbler",17,"0:10:06","9:10:06 AM","A",""
9325,"19_08_30_04","VJR 2","Little Spiderhunter",5,"0:11:24","9:11:24 AM","A","flight call"
9326,"19_08_30_04","VJR 2","Human noise",2,"0:13:21","9:13:21 AM","A",""
9327,"19_08_30_04","VJR 2","Bornean Orang-utan",40,"0:17:40","9:17:40 AM","A",""
9328,"19_08_30_04","VJR 2","Helmeted Hornbill",70,"0:18:10","9:18:10 AM","A",""
9329,"19_08_30_05","VJR 2","Yellow-rumped Flowerpecker",20,"0:00:01","10:00:01 AM","A","also at 7:47, 8:13, 9:54"
9330,"19_08_30_05","VJR 2","Bornean Banded Pitta",40,"0:00:29","10:00:29 AM","A",""
9331,"19_08_30_05","VJR 2","Great Argus",50,"0:01:18","10:01:18 AM","A",""
9332,"19_08_30_05","VJR 2","White-crowned Shama",35,"0:02:44","10:02:44 AM","A",""
9333,"19_08_30_05","VJR 2","Little Spiderhunter",4,"0:02:50","10:02:50 AM","A",""
9334,"19_08_30_05","VJR 2","Black-headed Bulbul",15,"0:02:51","10:02:51 AM","A","also at 11:09"
9335,"19_08_30_05","VJR 2","Rhinoceros Hornbill",70,"0:03:27","10:03:27 AM","A",""
9336,"19_08_30_05","VJR 2","Orange-backed Woodpecker",20,"0:06:44","10:06:44 AM","A",""
9337,"19_08_30_05","VJR 2","Banded Bay Cuckoo",25,"0:55:19","10:55:19 AM","A",""
9338,"19_08_30_06","VJR 2","Great Argus",40,"0:00:09","11:00:09 AM","A","also at 8:24"
9339,"19_08_30_06","VJR 2","Little Spiderhunter",2,"0:06:43","11:06:43 AM","A",""
9340,"19_08_30_06","VJR 2","Rhinoceros Hornbill",40,"0:18:45","11:18:45 AM","A",""
9341,"19_09_04_01","B1 602","Lesser Green Leafbird",10,"0:00:00","6:02:00 AM","A","also at 8:54 //  AD512"
